Tweet,Label
"The rapper LÃ¡zaro Leonado Rodriguez Betancul, best known for Viva Cuba free or pupito. This detainee in the area of¦",Not Suicide post
"pardon was just a little ad IÃ¯Â¿Â½m currently testing twitter a bit, didnÃ¯Â¿Â½t want to confuse anyone!",Not Suicide post
Glad to hear it! Im ok thanx,Not Suicide post
I hate myself so much,Potential Suicide post
": Glad you enjoyed your first day, frend",Not Suicide post
He is tired.,Not Suicide post
"Good Morning! With apologies to my MState friends, all I have to say is Woohoo! Tar Nation! Better luck next year, boys!",Not Suicide post
How did the interviewing go today? Did she get your seal of approval?,Not Suicide post
yes...but today daddy has them! i'm out for the day to work,Not Suicide post
_saget Hey Remember me! I watched your car so you wouldnt get a ticket after Minskeys. You're still fabulous.,Not Suicide post
"do you like spongebob? &amp; only like 17 days until mcfly edinburgh, then the next day glasgow then the next day newcastle, yaldy",Not Suicide post
might go out and see marble today,Not Suicide post
at this point i dont even mind the pain i just want out of life,Potential Suicide post
"www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",Not Suicide post
"i want to wake up, watch the sunrise and sun set, then go to sleep everyday forever.",Potential Suicide post
",Texasâï¸ Arizona ,RT : i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literally¦",Potential Suicide post
can u do something about demo holy fucking SHIT its been months without ANYTHING done do u not reali¦,Potential Suicide post
We have the location updated on the Dakno blog. Always looking out for the REBC peeps!,Not Suicide post
school is the worst i get so nervous and worked up about it that i throw up or pass out i will force myself to pass out by hyperventilating just to get a break from it all i dont know what to do and i am starting to get suicidal thoughts my mom only shames me for procrastinating too much or poor me shit please help,Potential Suicide post
"Well, do you want me to come back home?",Not Suicide post
",Florida, USA,.Waiting for the End""Please Chester let me come with you up in heaven! I dont want to fight this anymore. Nobody cares here so why bother""",Potential Suicide post
"Oh, I can understand why you would want to deceive people, I just don't understand how you can involve your family in such a thing &ndash; especially Tammy!",Not Suicide post
"Busy times at Elstree Studios. New arrivals include, Murderland, Secret Diary of a call girl - Re-uniting the Rubins - Huge - Sainsburys",Not Suicide post
i wouldnÃ¯Â¿Â½t say &quot;the best books ever written&quot; but they are quite close though i was a bit disappointed about the 7th,Not Suicide post
I hope God takes me soon. I legit am tired of living and really just wanna die. I feel like crying for everything l¦,Potential Suicide post
i didn't want to eat other's foodd!!! dun make me sound so bad lah! i just have another crave for food...that's all,Not Suicide post
Too funny!,Not Suicide post
"yeah, I thought HOllywood was teaching us to be GREEN, and now the top movie is about really really powerful CARS? going FAST?",Not Suicide post
RT : I'm pleased to announce that I will be releasing a limited amount of my 'Why U Mad?' Merch this Friday!,Not Suicide post
thanks for the welcome Mark!!,Not Suicide post
I really hate myself this much to wait in this long ass line damn,Potential Suicide post
did you go to the gerhard richter exhibition? i love it there,Not Suicide post
horror scope: &quot;doing boring desk work will take constant mental readjustment now&quot;. and that's different from every other day how?!,Not Suicide post
RT : Congratulations to Vivian stringer on your 1000th win tonight.   An amazing accomplishment for an amazing woman.  You sta¦,Not Suicide post
He is not tired.,Not Suicide post
"Ah, you refer to the tabloid not letters. I see. In that case I must add an additional rephrasing. &quot;I don't.&quot;",Not Suicide post
"RT : Breaking off a serious relationship and saying, I still want to be close friends is like saying, The dog is dead, but I¦",Potential Suicide post
I LAUGHED SO HARD at that statement. SO hard. I needed that thank you.,Not Suicide post
my wife: on his will it says he's left all his updog to you,Potential Suicide post
- Time to bust out the Green Wing,Not Suicide post
RT : Delighted to join the Centenary Celebrations of Patna University. Sharing my speech during the programme today.,Not Suicide post
You forgot Dependency injection/IoC containers on your tech todo list,Not Suicide post
You think I like the feeling of walking past a homeless person knowing I'm gonna give them money I wish¦,Potential Suicide post
I am so TIRED of EVERYTHING I just want to DIE,Potential Suicide post
"Yes go keep on bringing me down, I swear Ill deactivate my social medias and never come back because yeah you guys¦",Potential Suicide post
yeah I watched your blog tv today.. my wife was the one who told you I wanted you as a pet Lmao.. have a good night,Not Suicide post
vacancy starring kate beckinsale and luke wilson gonna watch it fariah lynnnnnn rocks !,Not Suicide post
damn i really only have 4 hours to start and finish this paper for tomorrow i hate myself,Potential Suicide post
yeah I saw. I'm tempted to get into it but think I'll wait till the DVD set is out. I like to be able to gorge myself on it,Not Suicide post
Pretty much. Trying to follow the more interesting ones at the moment.,Not Suicide post
MicroBlog? You have a good point!,Not Suicide post
She was not tired.,Not Suicide post
Installing Call of Duty 4... what a big DON'T... HELL YEAH,Not Suicide post
i cant live in this world ok its too much its too bad and too evil and i cant handle it anymore theres so much more evil in the world than good almost everyone is just apathetic about all the suffering in the world or people actively contribute to it people harass hate and kill each other for no reason people get killed by natural disasters and most people dont give a shit at all they just think whatever better them than me and move on with their lives,Potential Suicide post
hah &quot;if I don't have much time&quot; good point,Not Suicide post
nowt wrong with abit of cheese monsieur Winsor,Not Suicide post
"RT : 'This is truly a horrifying article.  Most of us don't have the underlying deep hereditary, mental health disorder'tha¦",Potential Suicide post
"is proud that Wilmington, DE has decreased the number of homicides compared to this time last year by 62%. Absolutely commendable!",Not Suicide post
", Staffordshire UK , Oh peter your rid of him now so life will only get better, dont let him get to you anymore. The tears will go and you can be free once and for all. Here is you want to chat always xxx",Potential Suicide post
Messi is not tired.,Not Suicide post
Im a waste of space and I deserve to die.,Potential Suicide post
"RT : What a dominating performance, ! Let the celebrations begin Best wishes for the games ahead",Not Suicide post
damn I hate myself,Potential Suicide post
namjoon: damn i hate myself,Potential Suicide post
i ve got exactly 23 days of life left and ive never felt so calm or at peace id rather not wait till then but its the first day i will be completely alone and have the time i need this,Potential Suicide post
Congratulations to our 5 lucky winners! ð,Not Suicide post
Bitch I'm gonna kill myself what the fuck,Potential Suicide post
"_creamqueen Lady, Im on the hill ready to fucking just die already.",Potential Suicide post
i want to be married,Not Suicide post
RT : I hate when I have to rate my group members because Ill ALWAYS rate them higher than Id rate myself knowing damn well¦,Potential Suicide post
"Final results from my CBS Bracket Challenge for the NCAA Mens Tourney: 802,911th. Surely, the 'Generation Y' folks will send me a trophy.",Not Suicide post
" My G-Grandfather fought in WW1, earning the military medal at La Boisselle. Then in 3¦",Potential Suicide post
